Invoice Number,Date,Time,Internal Item ID Number,Unique ID,Item Name,Packaging Type,Price Per Toy,Units Sold,Total Line Revenue,COGS,Payment,Cashier ID,Profit,Member?,Coupon?,Purchaser Age,Parking Validation?,Segment
669138,04-09-12,3:18:36 PM,L195/AE,23636,Cremant,Extra Large Crate,2575.93,1,2575.93,3.09,Cash,S.Y.|880-3139,2572.84,No,No,36,Yes,White Wine
669163,06-09-12,1:15:04 PM,D254/FE,23739,Grenache Rose,Large Crate,691.16,1,691.16,5.17,Check,D.W.|880-7199,685.99,Yes,No,39,Yes,White Wine
669163,06-09-12,1:15:04 PM,D250/AT,23753,Grenache Rose,Extra Large Crate,53.51,5,267.55,25.85,Check,D.W.|880-7199,241.7,Yes,No,39,Yes,White Wine
669181,09-09-12,5:49:12 PM,D254/FE,24069,Cremant,Mini Crate,64.94,1,64.94,5.17,Mastercard,W.C.|880-4861,59.77,No,No,46,No,White Wine
669197,10-09-12,4:52:48 PM,D255/FE,24443,Sangiovese Rose,Small Crate,1099.94,1,1099.94,5.17,Visa,A.U.|880-2167,1094.77,No,No,39,No,White Wine
669197,10-09-12,4:52:48 PM,D254/FE,24538,Cremant,Mini Crate,186.03,2,372.06,10.34,Visa,A.U.|880-2167,361.72,No,No,39,No,White Wine
669198,18-09-12,12:08:24 PM,L256/PE,24558,Champagne,Loose Wrap,5434.66,4,21738.64,17.92,Gift Card,Z.T.|880-7477,21720.72,No,No,34,No,White Wine
669198,18-09-12,12:08:24 PM,L256/PE,24709,Grenache Rose,Large Crate,324.6,2,649.2,8.96,Gift Card,Z.T.|880-7477,640.24,No,No,34,No,White Wine
669208,28-09-12,2:22:48 PM,D254/FE,24743,Grenache Rose,Mini Crate,427.59,1,427.59,5.17,Mastercard,D.W.|880-7199,422.42,No,No,30,No,White Wine
669238,07-10-12,12:24:00 PM,D250/AT,25066,Sangiovese Rose,Full Container,277.9,1,277.9,5.17,Gift Card,V.W.|880-8599,272.73,No,No,36,No,White Wine
669260,09-10-12,12:06:36 PM,D250/AT,25093,Cremant,Small Crate,1884.21,2,3768.42,10.34,Gift Card,W.B.|880-9647,3758.08,Yes,No,20,No,White Wine
669260,09-10-12,12:06:36 PM,D250/AT,25512,Champagne,Small Crate,1707.84,2,3415.68,10.34,Gift Card,W.B.|880-9647,3405.34,Yes,No,20,No,White Wine
669277,16-10-12,1:38:24 PM,L194/FY,25626,Grenache Rose,Loose Wrap,121.93,1,121.93,8.37,Cash,D.U.|880-2953,113.56,No,No,23,No,White Wine
669306,16-10-12,4:23:28 PM,D255/FE,25649,Champagne,Loose Wrap,65.85,2,131.7,10.34,Cash,B.Y.|880-6845,121.36,No,No,45,No,White Wine
669318,16-10-12,4:13:16 PM,L194/FY,26006,Sangiovese Rose,Extra Large Crate,409.2,1,409.2,8.37,Visa,D.S.|880-7532,400.83,No,Yes,29,Yes,White Wine
669320,22-10-12,4:08:42 PM,D254/FE,26014,Cremant,Small Crate,2254.48,1,2254.48,5.17,Visa,H.B.|880-3254,2249.31,No,No,24,No,White Wine
669353,22-10-12,2:39:00 PM,D250/AT,26204,Grenache Rose,Small Crate,960.9,4,3843.6,20.68,Mastercard,D.U.|880-2953,3822.92,No,No,60,No,White Wine
669400,22-10-12,1:42:25 PM,D255/FE,26229,Sangiovese Rose,Large Crate,24.52,2,49.04,10.34,Gift Card,H.B.|880-3254,38.7,No,No,36,No,White Wine
669400,22-10-12,1:42:25 PM,D250/AT,26233,Cremant,Standard Size Crate,157.15,1,157.15,5.17,Gift Card,H.B.|880-3254,151.98,No,No,36,No,White Wine
669401,30-10-12,4:02:53 PM,D254/FE,26275,Grenache Rose,Extra Large Crate,290.9,2,581.8,10.34,Visa,N.W.|880-6237,571.46,No,Yes,44,No,White Wine
669401,30-10-12,4:02:53 PM,D250/AT,4760,Champagne,Extra Large Crate,5419.41,1,5419.41,5.17,Visa,N.W.|880-6237,5414.24,No,Yes,44,No,White Wine
669451,01-11-12,8:07:12 PM,L195/AE,5060,Champagne,Standard Size Crate,45.08,1,45.08,3.09,Cash,U.W.|880-9683,41.99,No,No,29,No,White Wine
669469,01-11-12,12:52:48 PM,L256/PE,5396,Champagne,Small Crate,1429.81,1,1429.81,4.48,Cash,B.B.|880-9330,1425.33,No,No,36,No,White Wine
669482,01-11-12,11:05:13 AM,D254/FE,7720,Cremant,Small Crate,178.79,1,178.79,5.17,Mastercard,L.W.|880-4986,173.62,No,No,37,No,White Wine
669482,01-11-12,11:05:13 AM,D250/AT,7802,Grenache Rose,Small Crate,798.69,1,798.69,5.17,Mastercard,L.W.|880-4986,793.52,No,No,37,No,White Wine
669529,02-11-12,11:18:36 AM,D255/FE,18592,Sangiovese Rose,Loose Wrap,32.45,1,32.45,5.17,Visa,Y.P.|880-6894,27.28,No,No,30,No,White Wine
669560,03-11-12,12:12:14 PM,L197/FS,20216,Champagne,Small Crate,1878.12,1,1878.12,2.52,Visa,L.C.|880-6872,1875.6,No,No,21,No,White Wine
669602,04-11-12,7:37:48 PM,D254/FE,20243,Cremant,Standard Size Crate,51.81,2,103.62,10.34,Check,U.W.|880-9683,93.28,No,No,74,No,White Wine
669617,04-11-12,10:26:24 AM,L195/AE,21659,Grenache Rose,Loose Wrap,65.69,1,65.69,3.09,Mastercard,C.X.|880-3590,62.6,No,No,32,No,White Wine
669649,04-11-12,12:35:20 PM,D255/FE,21946,Sangiovese Rose,Small Crate,1858.7,1,1858.7,5.17,Cash,D.W.|880-7199,1853.53,No,No,24,No,White Wine
669652,04-11-12,11:37:05 AM,L195/AE,23114,Cremant,Mini Crate,3144.64,2,6289.28,6.18,Cash,V.W.|880-8599,6283.1,No,No,34,No,White Wine
669659,04-11-12,2:15:36 PM,D250/AT,23446,Grenache Rose,Extra Large Crate,125.9,1,125.9,5.17,Mastercard,Y.P.|880-6894,120.73,No,No,35,Yes,White Wine
669698,05-11-12,1:49:48 PM,D254/FE,23970,Grenache Rose,Small Crate,4803.46,4,19213.84,20.68,Visa,D.Z.|880-1179,19193.16,No,No,56,No,White Wine
669703,05-11-12,2:51:36 PM,L195/AE,26065,Sangiovese Rose,Small Crate,1224.1,1,1224.1,3.09,Visa,W.C.|880-4861,1221.01,No,No,27,No,White Wine
669722,05-11-12,4:54:36 PM,D250/AT,26192,Grenache Rose,Standard Size Crate,62.6,1,62.6,5.17,Visa,Z.Q.|880-4240,57.43,No,No,35,No,White Wine
669722,05-11-12,4:54:36 PM,D250/AT,18062,Champagne,Extra Large Crate,750.94,1,750.94,5.17,Visa,Z.Q.|880-4240,745.77,No,No,35,No,White Wine
669764,06-11-12,4:21:00 PM,D255/FE,18099,Champagne,Large Crate,72.77,1,72.77,5.17,Visa,N.W.|880-6237,67.6,No,No,39,No,White Wine
669764,06-11-12,4:21:00 PM,D255/FE,18946,Champagne,Loose Wrap,208.82,2,417.64,10.34,Visa,N.W.|880-6237,407.3,No,No,39,No,White Wine
669783,06-11-12,6:03:00 PM,D254/FE,19645,Cremant,Small Crate,1046.04,1,1046.04,5.17,Cash,H.B.|880-3254,1040.87,No,No,40,No,White Wine
669804,06-11-12,12:00:36 PM,D255/FE,19863,Cremant,Large Crate,709.7,1,709.7,5.17,Visa,N.C.|880-3850,704.53,No,No,48,No,White Wine
669805,06-11-12,9:12:14 AM,L195/AE,21410,Sangiovese Rose,Small Crate,12732,3,38196,9.27,Mastercard,N.C.|880-3850,38186.73,No,No,30,Yes,White Wine
669813,06-11-12,12:17:24 PM,D255/FE,22456,Cremant,Mini Crate,20.51,2,41.02,10.34,Cash,D.Z.|880-1179,30.68,No,Yes,38,No,White Wine
669813,06-11-12,12:17:24 PM,L256/PE,24131,Grenache Rose,Standard Size Crate,168.71,1,168.71,4.48,Cash,D.Z.|880-1179,164.23,No,Yes,38,No,White Wine
669819,06-11-12,2:50:35 PM,L256/PE,24202,Grenache Rose,Small Crate,626.95,1,626.95,4.48,Visa,S.Y.|880-3139,622.47,Yes,Yes,27,No,White Wine
669860,06-11-12,5:30:36 PM,L195/AE,24544,Champagne,Loose Wrap,1145.6,1,1145.6,3.09,Discover,D.W.|880-7199,1142.51,No,No,31,No,White Wine
669905,06-11-12,2:43:12 PM,D255/FE,24618,Sangiovese Rose,Standard Size Crate,117.49,1,117.49,5.17,Cash,V.W.|880-8599,112.32,No,No,39,No,White Wine
669905,06-11-12,2:43:12 PM,L256/PE,24970,Grenache Rose,Large Crate,119.53,2,239.06,8.96,Cash,V.W.|880-8599,230.1,No,No,39,No,White Wine
669931,07-11-12,9:34:48 AM,L256/PE,25089,Grenache Rose,Large Crate,124.3,4,497.2,17.92,Visa,S.Y.|880-3139,479.28,No,No,44,Yes,White Wine
669981,07-11-12,1:27:54 PM,D250/AT,25374,Sangiovese Rose,Large Crate,62.48,4,249.92,20.68,Visa,Y.P.|880-6894,229.24,No,No,27,No,White Wine
670014,07-11-12,2:53:46 PM,D255/FE,26068,Champagne,Loose Wrap,905.82,4,3623.28,20.68,Cash,B.X.|880-9149,3602.6,No,No,42,No,White Wine
670015,07-11-12,12:56:24 PM,L256/PE,18633,Sangiovese Rose,Extra Large Crate,7360.2,1,7360.2,4.48,Mastercard,D.Z.|880-1179,7355.72,Yes,No,41,No,White Wine
670038,07-11-12,4:05:31 PM,L256/PE,18711,Cremant,Extra Large Crate,1068.22,1,1068.22,4.48,Mastercard,W.C.|880-4861,1063.74,No,Yes,31,Yes,White Wine
670081,08-11-12,12:10:48 PM,L330/GN,18742,Grenache Rose,Extra Large Crate,1377.46,1,1377.46,19.11,Cash,S.Y.|880-3139,1358.35,No,No,59,Yes,White Wine
670120,08-11-12,4:49:05 PM,L256/PE,19349,Cremant,Standard Size Crate,10.31,2,20.62,8.96,Mastercard,S.V.|880-5987,11.66,No,No,37,No,White Wine
670143,08-11-12,1:21:00 PM,D254/FE,20397,Champagne,Mini Crate,45.11,2,90.22,10.34,Cash,S.Y.|880-3139,79.88,No,No,30,No,White Wine
670166,08-11-12,7:22:48 PM,D254/FE,20424,Cremant,Small Crate,2331.9,2,4663.8,10.34,Cash,S.V.|880-5987,4653.46,No,No,31,No,White Wine
670166,08-11-12,7:22:48 PM,D255/FE,20478,Champagne,Standard Size Crate,171.59,1,171.59,5.17,Cash,S.V.|880-5987,166.42,No,No,31,No,White Wine
670172,08-11-12,11:02:28 AM,D198/LX,21347,Champagne,Small Crate,1323.67,2,2647.34,10.34,Cash,L.W.|880-4986,2637,No,No,21,No,White Wine
670172,08-11-12,11:02:28 AM,D255/FE,21975,Champagne,Small Crate,602.36,1,602.36,5.17,Cash,L.W.|880-4986,597.19,No,No,21,No,White Wine
670207,09-11-12,4:27:36 PM,L256/PE,22236,Grenache Rose,Small Crate,7867.42,5,39337.1,22.4,Mastercard,D.S.|880-7532,39314.7,Yes,No,38,Yes,White Wine
670207,09-11-12,4:27:36 PM,L256/PE,22478,Sangiovese Rose,Large Crate,245.03,2,490.06,8.96,Mastercard,D.S.|880-7532,481.1,Yes,No,38,Yes,White Wine
670245,09-11-12,12:06:50 PM,L195/AE,22576,Champagne,Large Crate,65.52,4,262.08,12.36,Mastercard,P.N.|880-3021,249.72,No,No,33,Yes,White Wine
670275,10-11-12,12:30:00 PM,D250/AT,22581,Champagne,Extra Large Crate,233.58,1,233.58,5.17,Mastercard,B.B.|880-9330,228.41,No,No,33,No,White Wine
670311,10-11-12,2:13:48 PM,L256/PE,22878,Sangiovese Rose,Loose Wrap,366.44,2,732.88,8.96,Cash,N.W.|880-6237,723.92,Yes,No,68,No,White Wine
670311,10-11-12,2:13:48 PM,D254/FE,22990,Cremant,Loose Wrap,575.69,1,575.69,5.17,Cash,N.W.|880-6237,570.52,Yes,No,68,No,White Wine
670358,10-11-12,2:07:34 PM,D254/FE,23399,Champagne,Small Crate,907.41,1,907.41,5.17,Mastercard,S.V.|880-5987,902.24,No,No,47,No,White Wine
670364,10-11-12,5:38:24 PM,L256/PE,23427,Cremant,Standard Size Crate,12.9,1,12.9,4.48,Cash,Z.T.|880-7477,8.42,No,No,29,Yes,White Wine
670394,10-11-12,4:19:19 PM,D250/AT,23715,Grenache Rose,Large Crate,34.18,1,34.18,5.17,Cash,D.S.|880-7532,29.01,No,No,36,No,White Wine
670398,10-11-12,1:16:48 PM,L195/AE,23773,Champagne,Large Crate,269,1,269,3.09,Cash,B.X.|880-9149,265.91,No,No,30,No,White Wine
670436,11-11-12,3:13:12 PM,D250/AT,23856,Grenache Rose,Extra Large Crate,996.33,2,1992.66,10.34,Visa,V.W.|880-8599,1982.32,No,Yes,49,No,White Wine
670473,11-11-12,8:42:43 AM,D254/FE,23957,Cremant,Large Crate,53.52,2,107.04,10.34,Mastercard,D.S.|880-7532,96.7,No,No,12,Yes,White Wine
670487,11-11-12,5:22:12 PM,D255/FE,24121,Champagne,Mini Crate,929.41,1,929.41,5.17,Mastercard,N.W.|880-6237,924.24,No,No,65,No,White Wine
670529,12-11-12,11:15:36 AM,L195/AE,24332,Sangiovese Rose,Full Container,115.94,1,115.94,3.09,Mastercard,N.C.|880-3850,112.85,No,No,34,No,White Wine
670575,12-11-12,8:40:55 AM,L196/AR,24797,Cremant,Loose Wrap,161.82,1,161.82,4.45,Gift Card,B.X.|880-9149,157.37,No,No,29,No,White Wine
670601,12-11-12,1:06:18 PM,D250/AT,24907,Grenache Rose,Small Crate,8167.83,4,32671.32,20.68,Visa,W.B.|880-9647,32650.64,No,No,40,No,White Wine
670634,12-11-12,1:21:00 PM,D254/FE,24999,Sangiovese Rose,Small Crate,8127.55,1,8127.55,5.17,Visa,L.W.|880-4986,8122.38,No,No,36,No,White Wine
670682,12-11-12,2:21:00 PM,L195/AE,25000,Cremant,Large Crate,115.89,1,115.89,3.09,Visa,Y.P.|880-6894,112.8,No,No,47,No,White Wine
670688,13-11-12,3:36:00 PM,D254/FE,25030,Sangiovese Rose,Full Container,55.08,1,55.08,5.17,Visa,S.Y.|880-3139,49.91,Yes,No,33,Yes,White Wine
670716,13-11-12,8:01:48 AM,L195/AE,25233,Grenache Rose,Standard Size Crate,175.73,2,351.46,6.18,Visa,N.W.|880-6237,345.28,No,Yes,37,No,White Wine
670723,13-11-12,9:00:00 PM,L256/PE,25685,Sangiovese Rose,Extra Large Crate,765.89,2,1531.78,8.96,Visa,U.W.|880-9683,1522.82,No,No,11,No,White Wine
670735,13-11-12,7:02:24 PM,L195/AE,25735,Grenache Rose,Extra Large Crate,929.57,1,929.57,3.09,Visa,D.U.|880-2953,926.48,No,Yes,35,No,White Wine
670743,14-11-12,2:39:36 PM,L256/PE,26368,Sangiovese Rose,Small Crate,614.18,1,614.18,4.48,Visa,Y.P.|880-6894,609.7,Yes,No,34,No,White Wine
670790,15-11-12,12:21:00 PM,D254/FE,2578,Grenache Rose,Full Container,37.22,3,111.66,15.51,Cash,D.S.|880-7532,96.15,No,No,37,Yes,White Wine
670827,15-11-12,6:52:48 PM,L195/AE,7626,Grenache Rose,Full Container,166.62,1,166.62,3.09,Mastercard,L.C.|880-6872,163.53,No,Yes,40,No,White Wine
670870,15-11-12,8:03:00 PM,L195/AE,18280,Champagne,Small Crate,1944.76,1,1944.76,3.09,Visa,V.W.|880-4523,1941.67,No,No,27,No,White Wine
670918,15-11-12,3:52:19 PM,D255/FE,18464,Grenache Rose,Extra Large Crate,2776.98,1,2776.98,5.17,Discover,N.C.|880-3850,2771.81,No,No,33,Yes,White Wine
670953,16-11-12,11:22:12 AM,L195/AE,19395,Cremant,Large Crate,56.68,1,56.68,3.09,Cash,W.B.|880-9647,53.59,No,No,17,No,White Wine
670977,16-11-12,1:22:48 PM,D250/AT,19969,Sangiovese Rose,Standard Size Crate,98.16,1,98.16,5.17,Visa,W.B.|880-9647,92.99,No,No,53,No,White Wine
670980,16-11-12,12:52:44 PM,L256/PE,20231,Grenache Rose,Small Crate,1326.78,1,1326.78,4.48,Check,D.S.|880-7532,1322.3,Yes,Yes,30,No,White Wine
670980,16-11-12,12:52:44 PM,L196/AR,20289,Champagne,Mini Crate,2311.06,1,2311.06,4.45,Check,D.S.|880-7532,2306.61,Yes,Yes,30,No,White Wine
670991,16-11-12,8:13:12 PM,L256/PE,21045,Cremant,Full Container,83.09,1,83.09,4.48,Cash,B.B.|880-9330,78.61,No,No,37,Yes,White Wine
671036,16-11-12,11:39:00 AM,D255/FE,21142,Cremant,Mini Crate,1467.2,1,1467.2,5.17,Visa,D.U.|880-2953,1462.03,No,No,31,Yes,White Wine
671069,17-11-12,4:34:12 PM,L195/AE,21474,Sangiovese Rose,Small Crate,174.5,2,349,6.18,Mastercard,Z.T.|880-7477,342.82,No,No,26,No,White Wine
671089,17-11-12,1:33:00 PM,D255/FE,21476,Sangiovese Rose,Loose Wrap,618.85,2,1237.7,10.34,Cash,P.N.|880-3021,1227.36,No,No,36,No,White Wine
671089,17-11-12,1:33:00 PM,L256/PE,22015,Sangiovese Rose,Large Crate,67.49,2,134.98,8.96,Cash,P.N.|880-3021,126.02,No,No,36,No,White Wine
671089,17-11-12,1:33:00 PM,L195/AE,22308,Champagne,Large Crate,237.83,2,475.66,6.18,Cash,P.N.|880-3021,469.48,No,No,36,No,White Wine
671138,17-11-12,4:19:48 PM,D255/FE,22642,Champagne,Small Crate,3555.12,5,17775.6,25.85,Gift Card,H.B.|880-3254,17749.75,No,No,49,No,White Wine
671140,17-11-12,12:59:06 PM,L256/PE,22728,Cremant,Large Crate,42.13,1,42.13,4.48,Visa,D.Z.|880-1179,37.65,No,No,31,Yes,White Wine
671182,18-11-12,11:40:12 AM,D254/FE,22790,Cremant,Small Crate,325.17,2,650.34,10.34,Visa,U.W.|880-9683,640,No,No,40,No,White Wine
671199,18-11-12,8:03:00 PM,D254/FE,23353,Cremant,Extra Large Crate,1924.58,2,3849.16,10.34,Visa,S.Y.|880-3139,3838.82,No,No,38,No,White Wine
671199,18-11-12,8:03:00 PM,L195/AE,23356,Cremant,Large Crate,476.24,2,952.48,6.18,Visa,S.Y.|880-3139,946.3,No,No,38,No,White Wine
671199,18-11-12,8:03:00 PM,L256/PE,23462,Champagne,Extra Large Crate,240.63,2,481.26,8.96,Visa,S.Y.|880-3139,472.3,No,No,38,No,White Wine
671199,18-11-12,8:03:00 PM,D250/AT,23638,Sangiovese Rose,Large Crate,1054.11,4,4216.44,20.68,Visa,S.Y.|880-3139,4195.76,No,No,38,No,White Wine
671210,19-11-12,4:20:24 PM,D250/AT,24198,Grenache Rose,Small Crate,1963.93,1,1963.93,5.17,Gift Card,S.V.|880-5987,1958.76,No,No,51,No,White Wine
671256,19-11-12,4:43:12 PM,D254/FE,24554,Sangiovese Rose,Full Container,296.94,1,296.94,5.17,Check,Y.P.|880-6894,291.77,No,No,11,Yes,White Wine
671256,19-11-12,4:43:12 PM,L195/AE,24850,Cremant,Extra Large Crate,854.97,4,3419.88,12.36,Check,Y.P.|880-6894,3407.52,No,No,11,Yes,White Wine
671264,19-11-12,1:21:36 PM,D254/FE,25981,Champagne,Small Crate,3782.29,1,3782.29,5.17,Cash,N.C.|880-3850,3777.12,No,No,48,Yes,White Wine
671283,20-11-12,1:19:12 PM,D250/AT,18150,Sangiovese Rose,Extra Large Crate,4521.61,1,4521.61,5.17,Visa,V.W.|880-8599,4516.44,No,No,53,No,White Wine
671323,21-11-12,1:10:48 PM,L197/FS,18555,Cremant,Extra Large Crate,213.7,1,213.7,2.52,Visa,W.B.|880-9647,211.18,Yes,No,31,No,White Wine
671359,21-11-12,2:55:48 PM,D254/FE,18840,Grenache Rose,Extra Large Crate,1396.96,2,2793.92,10.34,Mastercard,N.W.|880-6237,2783.58,No,No,59,No,White Wine
671382,21-11-12,1:10:12 PM,D255/FE,19287,Champagne,Standard Size Crate,12.77,1,12.77,5.17,Mastercard,C.X.|880-3590,7.6,No,No,30,No,White Wine
671409,22-11-12,11:23:24 AM,D254/FE,20193,Cremant,Standard Size Crate,368.39,1,368.39,5.17,Gift Card,S.Y.|880-3139,363.22,No,No,60,No,White Wine
671457,22-11-12,5:24:00 PM,D250/AT,20693,Grenache Rose,Small Crate,2875.28,2,5750.56,10.34,Visa,L.C.|880-6872,5740.22,No,No,39,Yes,White Wine
671492,22-11-12,2:31:12 PM,D250/AT,21812,Cremant,Large Crate,40.22,3,120.66,15.51,Visa,W.B.|880-9647,105.15,No,Yes,35,No,White Wine
671494,22-11-12,2:25:48 PM,D250/AT,22360,Champagne,Small Crate,2273.1,4,9092.4,20.68,Visa,W.B.|880-9647,9071.72,No,No,38,No,White Wine
671517,22-11-12,4:29:49 PM,L256/PE,22497,Champagne,Small Crate,5504.64,3,16513.92,13.44,Cash,L.C.|880-6872,16500.48,No,Yes,43,No,White Wine
671549,22-11-12,4:19:48 PM,L195/AE,22709,Cremant,Mini Crate,940.64,1,940.64,3.09,Visa,Z.Q.|880-4240,937.55,No,No,34,Yes,White Wine
671563,23-11-12,8:02:24 AM,D255/FE,23191,Cremant,Extra Large Crate,180.29,2,360.58,10.34,Mastercard,Z.T.|880-7477,350.24,No,No,38,No,White Wine
671563,23-11-12,8:02:24 AM,D250/AT,23482,Grenache Rose,Large Crate,696.96,2,1393.92,10.34,Mastercard,Z.T.|880-7477,1383.58,No,No,38,No,White Wine
671588,23-11-12,3:27:25 PM,D255/FE,23614,Sangiovese Rose,Extra Large Crate,759.6,2,1519.2,10.34,Cash,U.O.|880-3720,1508.86,No,No,40,Yes,White Wine
671605,23-11-12,1:07:01 PM,L196/AR,23813,Sangiovese Rose,Mini Crate,8549.04,1,8549.04,4.45,Visa,S.V.|880-5987,8544.59,No,No,31,No,White Wine
671637,23-11-12,4:42:14 PM,D250/AT,23862,Sangiovese Rose,Large Crate,3973.43,1,3973.43,5.17,Visa,C.X.|880-3590,3968.26,Yes,No,40,No,White Wine
671647,24-11-12,3:16:26 PM,D254/FE,24253,Grenache Rose,Extra Large Crate,5689.28,1,5689.28,5.17,Mastercard,C.X.|880-3590,5684.11,No,No,38,Yes,White Wine
671685,24-11-12,8:36:00 PM,L256/PE,24409,Sangiovese Rose,Extra Large Crate,15208.34,2,30416.68,8.96,Gift Card,A.U.|880-2167,30407.72,No,No,34,No,White Wine
671700,25-11-12,4:58:48 PM,D254/FE,24459,Cremant,Standard Size Crate,451.83,1,451.83,5.17,Visa,D.U.|880-2953,446.66,No,No,27,No,White Wine
671700,25-11-12,4:58:48 PM,L195/AE,24489,Sangiovese Rose,Loose Wrap,2831.54,1,2831.54,3.09,Visa,D.U.|880-2953,2828.45,No,No,27,No,White Wine
671735,25-11-12,4:58:05 PM,D199/SR,25291,Grenache Rose,Extra Large Crate,1373.47,5,6867.35,25.85,Visa,B.B.|880-9330,6841.5,No,No,21,Yes,White Wine
671753,25-11-12,3:46:12 PM,D255/FE,25295,Grenache Rose,Small Crate,311.41,4,1245.64,20.68,Visa,U.W.|880-9683,1224.96,No,No,19,No,White Wine
671753,25-11-12,3:46:12 PM,L195/AE,25297,Sangiovese Rose,Small Crate,1561.65,1,1561.65,3.09,Visa,U.W.|880-9683,1558.56,No,No,19,No,White Wine
671799,26-11-12,7:18:00 PM,D192/PN,25303,Sangiovese Rose,Extra Large Crate,974.14,4,3896.56,20.68,Discover,H.B.|880-3254,3875.88,No,No,40,No,White Wine
671801,27-11-12,10:40:37 AM,L195/AE,25720,Grenache Rose,Extra Large Crate,200,4,800,12.36,Mastercard,D.Z.|880-1179,787.64,No,No,38,No,White Wine
671801,27-11-12,10:40:37 AM,D250/AT,25794,Sangiovese Rose,Small Crate,425.88,1,425.88,5.17,Mastercard,D.Z.|880-1179,420.71,No,No,38,No,White Wine
671816,27-11-12,12:58:12 PM,D250/AT,26082,Cremant,Large Crate,288.41,1,288.41,5.17,Visa,V.W.|880-8599,283.24,No,No,28,Yes,White Wine
671858,27-11-12,12:21:36 PM,L195/AE,985,Grenache Rose,Extra Large Crate,2812.32,2,5624.64,6.18,Cash,B.B.|880-9330,5618.46,No,No,6,No,White Wine
671901,28-11-12,7:34:12 PM,L196/AR,2297,Grenache Rose,Mini Crate,7767.97,1,7767.97,4.45,Cash,V.W.|880-4523,7763.52,No,No,37,No,White Wine
671923,28-11-12,1:38:24 PM,L256/PE,5212,Grenache Rose,Extra Large Crate,450.49,4,1801.96,17.92,Cash,U.O.|880-3720,1784.04,No,No,28,Yes,White Wine
671935,28-11-12,2:10:12 PM,D254/FE,5252,Grenache Rose,Small Crate,767.92,2,1535.84,10.34,Visa,H.B.|880-3254,1525.5,No,No,46,No,White Wine
671984,28-11-12,4:39:36 PM,D255/FE,5904,Cremant,Extra Large Crate,928.92,5,4644.6,25.85,Cash,Y.P.|880-6894,4618.75,No,No,40,No,White Wine
671992,28-11-12,6:58:12 PM,L256/PE,6856,Champagne,Extra Large Crate,1050.99,2,2101.98,8.96,Discover,S.Y.|880-3139,2093.02,No,No,37,Yes,White Wine
672040,28-11-12,10:25:55 AM,L195/AE,7469,Grenache Rose,Small Crate,174.35,1,174.35,3.09,Visa,Z.Q.|880-4240,171.26,Yes,No,23,Yes,White Wine
672078,28-11-12,3:08:24 PM,D254/FE,7630,Sangiovese Rose,Extra Large Crate,5055.87,5,25279.35,25.85,Mastercard,H.B.|880-3254,25253.5,No,No,31,Yes,White Wine
672091,28-11-12,12:32:24 PM,L256/PE,7632,Sangiovese Rose,Extra Large Crate,2538.68,2,5077.36,8.96,Cash,W.C.|880-4861,5068.4,No,No,42,No,White Wine
672118,28-11-12,6:26:24 PM,D255/FE,8175,Grenache Rose,Small Crate,3085.59,1,3085.59,5.17,Gift Card,L.W.|880-4986,3080.42,No,No,39,No,White Wine
672118,28-11-12,6:26:24 PM,L195/AE,8355,Champagne,Small Crate,1323.75,1,1323.75,3.09,Gift Card,L.W.|880-4986,1320.66,No,No,39,No,White Wine
672134,28-11-12,8:01:48 PM,L256/PE,18261,Grenache Rose,Loose Wrap,226.53,1,226.53,4.48,Visa,D.Z.|880-1179,222.05,No,No,44,No,White Wine
672134,28-11-12,8:01:48 PM,L212/SD,18272,Grenache Rose,Extra Large Crate,2934.16,4,11736.64,8.92,Visa,D.Z.|880-1179,11727.72,No,No,44,No,White Wine
672134,28-11-12,8:01:48 PM,D254/FE,18615,Grenache Rose,Extra Large Crate,1935.36,1,1935.36,5.17,Visa,D.Z.|880-1179,1930.19,No,No,44,No,White Wine
672184,29-11-12,8:58:48 PM,D250/AT,18650,Grenache Rose,Loose Wrap,101.65,2,203.3,10.34,Visa,U.O.|880-3720,192.96,No,No,32,No,White Wine
672184,29-11-12,8:58:48 PM,L210/CS,18754,Champagne,Mini Crate,157.64,2,315.28,9.26,Visa,U.O.|880-3720,306.02,No,No,32,No,White Wine
672193,29-11-12,11:24:00 AM,D250/AT,18809,Sangiovese Rose,Small Crate,1701.21,2,3402.42,10.34,Visa,C.X.|880-3590,3392.08,No,No,48,No,White Wine
672236,29-11-12,4:10:12 PM,L340/FS,18965,Sangiovese Rose,Small Crate,1391.4,1,1391.4,19.92,Visa,N.W.|880-6237,1371.48,No,No,46,Yes,White Wine
672276,29-11-12,1:03:36 PM,L195/AE,18966,Grenache Rose,Standard Size Crate,21.15,1,21.15,3.09,Cash,N.C.|880-3850,18.06,No,No,30,No,White Wine
672300,30-11-12,8:30:54 AM,D254/FE,18988,Cremant,Standard Size Crate,25.95,1,25.95,5.17,Mastercard,S.V.|880-5987,20.78,No,No,14,No,White Wine
672305,30-11-12,2:19:12 PM,L195/AE,19057,Grenache Rose,Extra Large Crate,626.69,4,2506.76,12.36,Mastercard,Z.T.|880-7477,2494.4,No,No,30,No,White Wine
672354,30-11-12,4:04:12 PM,D255/FE,19081,Champagne,Small Crate,498.31,4,1993.24,20.68,Visa,Y.P.|880-6894,1972.56,No,No,30,Yes,White Wine
